Sample_ID	Genotype	Compartment	Field	Management	Plot	Position	Location	Stage	Run	Compartment_Stage	Compartment_Genotype	Compartment_Stage_Management	Compartment_Stage_Management_Plot	Compartment_Stage_Management_Genotype	Compartment_Stage_Management_Plot_Genotype
RH_88H	5_pht1;6	Rhizosphere	DOK	CONMIN	6	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_6	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_6_5_pht1;6
RH_89H	5_pht1;6	Rhizosphere	DOK	CONMIN	6	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_6	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_6_5_pht1;6
RH_90H	5_pht1;6	Rhizosphere	DOK	CONMIN	6	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_6	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_6_5_pht1;6
RH_94H	1_B73	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_56_1_B73
RH_95H	1_B73	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_56_1_B73
RH_96H	1_B73	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_56_1_B73
RT_100H	2_DK105	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_56_2_DK105
RT_101H	2_DK105	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_56_2_DK105
RT_102H	2_DK105	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_56_2_DK105
RT_106H	3_PH207	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_56_3_PH207
RT_107H	3_PH207	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_56_3_PH207
RT_108H	3_PH207	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_56_3_PH207
RT_112H	4_F2	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_56_4_F2
RT_113H	4_F2	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_56_4_F2
RT_114H	4_F2	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_56_4_F2
RT_118H	5_pht1;6	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_56_5_pht1;6
RT_119H	5_pht1;6	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_56_5_pht1;6
RT_120H	5_pht1;6	Root	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_56	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_56_5_pht1;6
RH_100H	2_DK105	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_56_2_DK105
RH_101H	2_DK105	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_56_2_DK105
RH_102H	2_DK105	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_56_2_DK105
RH_106H	3_PH207	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_56_3_PH207
RH_107H	3_PH207	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_56_3_PH207
RH_108H	3_PH207	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_56_3_PH207
RH_112H	4_F2	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_56_4_F2
RH_113H	4_F2	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_56_4_F2
RH_114H	4_F2	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_56_4_F2
RH_118H	5_pht1;6	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_56_5_pht1;6
RH_119H	5_pht1;6	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_56_5_pht1;6
RH_120H	5_pht1;6	Rhizosphere	DOK	CONMIN	56	NA	B2	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_56	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_56_5_pht1;6
RT_124H	1_B73	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_1_B73	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_1_B73	Root_Vegetative_CONMIN_96_1_B73
RT_125H	1_B73	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_1_B73	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_1_B73	Root_Vegetative_CONMIN_96_1_B73
RT_126H	1_B73	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_1_B73	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_1_B73	Root_Vegetative_CONMIN_96_1_B73
RT_130H	2_DK105	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_96_2_DK105
RT_131H	2_DK105	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_96_2_DK105
RT_132H	2_DK105	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_2_DK105	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_2_DK105	Root_Vegetative_CONMIN_96_2_DK105
RT_136H	3_PH207	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_96_3_PH207
RT_137H	3_PH207	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_96_3_PH207
RT_138H	3_PH207	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_3_PH207	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_3_PH207	Root_Vegetative_CONMIN_96_3_PH207
RT_142H	4_F2	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_96_4_F2
RT_143H	4_F2	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_96_4_F2
RT_144H	4_F2	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_4_F2	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_4_F2	Root_Vegetative_CONMIN_96_4_F2
RH_124H	1_B73	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_96_1_B73
RH_125H	1_B73	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_96_1_B73
RH_126H	1_B73	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_1_B73	Rhizosphere_Vegetative_CONMIN_96_1_B73
RH_130H	2_DK105	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_96_2_DK105
RH_131H	2_DK105	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_96_2_DK105
RH_132H	2_DK105	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_2_DK105	Rhizosphere_Vegetative_CONMIN_96_2_DK105
RH_136H	3_PH207	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_96_3_PH207
RH_137H	3_PH207	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_96_3_PH207
RH_138H	3_PH207	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_3_PH207	Rhizosphere_Vegetative_CONMIN_96_3_PH207
RH_142H	4_F2	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_96_4_F2
RH_143H	4_F2	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_96_4_F2
RH_144H	4_F2	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_4_F2	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_4_F2	Rhizosphere_Vegetative_CONMIN_96_4_F2
RT_148H	5_pht1;6	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_96_5_pht1;6
RT_149H	5_pht1;6	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_96_5_pht1;6
RT_150H	5_pht1;6	Root	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_CONMIN	Root_Vegetative_CONMIN_96	Root_Vegetative_CONMIN_5_pht1;6	Root_Vegetative_CONMIN_96_5_pht1;6
RT_154H	1_B73	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_1_B73	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_1_B73	Root_Vegetative_BIODYN_12_1_B73
RT_155H	1_B73	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_1_B73	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_1_B73	Root_Vegetative_BIODYN_12_1_B73
RT_156H	1_B73	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_1_B73	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_1_B73	Root_Vegetative_BIODYN_12_1_B73
RT_160H	2_DK105	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_2_DK105	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_2_DK105	Root_Vegetative_BIODYN_12_2_DK105
RT_161H	2_DK105	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_2_DK105	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_2_DK105	Root_Vegetative_BIODYN_12_2_DK105
RT_162H	2_DK105	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_2_DK105	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_2_DK105	Root_Vegetative_BIODYN_12_2_DK105
RT_166H	3_PH207	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_3_PH207	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_3_PH207	Root_Vegetative_BIODYN_12_3_PH207
RT_167H	3_PH207	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_3_PH207	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_3_PH207	Root_Vegetative_BIODYN_12_3_PH207
RT_168H	3_PH207	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_3_PH207	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_3_PH207	Root_Vegetative_BIODYN_12_3_PH207
RH_148H	5_pht1;6	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_96_5_pht1;6
RH_149H	5_pht1;6	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_96_5_pht1;6
RH_150H	5_pht1;6	Rhizosphere	DOK	CONMIN	96	NA	B1	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_5_pht1;6	Rhizosphere_Vegetative_CONMIN	Rhizosphere_Vegetative_CONMIN_96	Rhizosphere_Vegetative_CONMIN_5_pht1;6	Rhizosphere_Vegetative_CONMIN_96_5_pht1;6
RH_154H	1_B73	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_1_B73	Rhizosphere_Vegetative_BIODYN_12_1_B73
RH_155H	1_B73	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_1_B73	Rhizosphere_Vegetative_BIODYN_12_1_B73
RH_156H	1_B73	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_1_B73	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_1_B73	Rhizosphere_Vegetative_BIODYN_12_1_B73
RH_160H	2_DK105	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_2_DK105	Rhizosphere_Vegetative_BIODYN_12_2_DK105
RH_161H	2_DK105	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_2_DK105	Rhizosphere_Vegetative_BIODYN_12_2_DK105
RH_162H	2_DK105	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_2_DK105	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_2_DK105	Rhizosphere_Vegetative_BIODYN_12_2_DK105
RH_166H	3_PH207	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_3_PH207	Rhizosphere_Vegetative_BIODYN_12_3_PH207
RH_167H	3_PH207	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_3_PH207	Rhizosphere_Vegetative_BIODYN_12_3_PH207
RH_168H	3_PH207	Rhizosphere	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Rhizosphere_Vegetative	Rhizosphere_3_PH207	Rhizosphere_Vegetative_BIODYN	Rhizosphere_Vegetative_BIODYN_12	Rhizosphere_Vegetative_BIODYN_3_PH207	Rhizosphere_Vegetative_BIODYN_12_3_PH207
RT_172H	4_F2	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_4_F2	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_4_F2	Root_Vegetative_BIODYN_12_4_F2
RT_173H	4_F2	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_4_F2	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_4_F2	Root_Vegetative_BIODYN_12_4_F2
RT_174H	4_F2	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_4_F2	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_4_F2	Root_Vegetative_BIODYN_12_4_F2
RT_178H	5_pht1;6	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_5_pht1;6	Root_Vegetative_BIODYN_12_5_pht1;6
RT_179H	5_pht1;6	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_5_pht1;6	Root_Vegetative_BIODYN_12_5_pht1;6
RT_180H	5_pht1;6	Root	DOK	BIODYN	12	NA	B4	Vegetative	bourceret_2018_005	Root_Vegetative	Root_5_pht1;6	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_12	Root_Vegetative_BIODYN_5_pht1;6	Root_Vegetative_BIODYN_12_5_pht1;6
RT_184H	1_B73	Root	DOK	BIODYN	50	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_1_B73	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_50	Root_Vegetative_BIODYN_1_B73	Root_Vegetative_BIODYN_50_1_B73
RT_185H	1_B73	Root	DOK	BIODYN	50	NA	B2	Vegetative	bourceret_2018_005	Root_Vegetative	Root_1_B73	Root_Vegetative_BIODYN	Root_Vegetative_BIODYN_50	Root_Vegetative_BIODYN_1_B73	Root_Vegetative_BIODYN_50_1_B73
