Kingdom	Phylum	Class	Order	Family	Genus	Species
ASVF_7087	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7088	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7089	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7090	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Xylodon	NA
ASVF_7091	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7092	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7093	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7094	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
ASVF_7095	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Lepteutypa	NA
ASVF_7096	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7097	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__slooffiae
ASVF_7098	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7099	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7100	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7101	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	NA	NA
ASVF_7102	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	NA
ASVF_7103	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7104	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7105	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Genolevuria	s__amylolytica
ASVF_7106	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7107	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7108	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7109	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7110	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7111	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Pseudaleuria	NA
ASVF_7112	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7113	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7114	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7115	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7116	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7117	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Zymoseptoria	s__brevis
ASVF_7118	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7119	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
ASVF_7120	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	NA
ASVF_7121	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7122	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7123	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
ASVF_7124	k__Fungi	p__Ascomycota	c__Leotiomycetes	NA	NA	NA	NA
ASVF_7125	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Rutstroemiaceae	NA	NA
ASVF_7126	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7127	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	NA
ASVF_7128	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7129	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7130	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7131	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7132	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7133	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7134	k__Fungi	p__Mucoromycota	NA	NA	NA	NA	NA
ASVF_7135	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Pseudoidium	s__neolycopersici
ASVF_7136	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7137	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7138	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7139	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
ASVF_7140	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
ASVF_7141	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA
ASVF_7142	k__Fungi	p__Basidiomycota	c__Tremellomycetes	NA	NA	NA	NA
ASVF_7143	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7144	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Hyphodontia	s__arguta
ASVF_7145	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7146	k__Fungi	p__Basidiomycota	c__Classiculomycetes	o__Classiculales	f__Classiculaceae	NA	NA
ASVF_7147	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7148	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Hypoxylon	s__rubiginosum
ASVF_7149	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__globulifera
ASVF_7150	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	s__flava
ASVF_7151	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7152	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Acaulosporaceae	g__Acaulospora	NA
ASVF_7153	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA
ASVF_7154	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	g__Archaeospora	s__trappei
ASVF_7155	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7156	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7157	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7158	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	NA	NA	NA
ASVF_7159	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7160	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASVF_7161	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7162	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	g__Magnaporthiopsis	NA
ASVF_7163	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sarocladium	s__summerbellii
ASVF_7164	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7165	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7166	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7167	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7168	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Powellomyces	NA
ASVF_7169	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7170	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7171	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7172	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	NA
ASVF_7173	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Fusariella	NA
ASVF_7174	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	NA	NA	NA
ASVF_7175	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7176	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7177	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Protrudomycetaceae	g__Protrudomyces	s__lateralis
ASVF_7178	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Bankeraceae	g__Phellodon	NA
ASVF_7179	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Globomycetaceae	g__Globomyces	NA
ASVF_7180	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASVF_7181	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASVF_7182	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7183	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	NA	NA
ASVF_7184	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Tricholoma	s__terreum
ASVF_7185	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7186	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7187	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7188	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA
ASVF_7189	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7190	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	NA
ASVF_7191	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7192	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	s__fuscata
ASVF_7193	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7194	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7195	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7196	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Phanerochaete	s__bambusicola
ASVF_7197	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7198	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA
ASVF_7199	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7200	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7201	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Clitopilus	s__cystidiatus
ASVF_7202	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7203	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7204	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__Rozellomycotina_ord_Incertae_sedis	f__Rozellomycotina_fam_Incertae_sedis	g__Paramicrosporidium	s__saccamoebae
ASVF_7205	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Conocybe	s__arrhenii
ASVF_7206	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Pholiota	s__adiposa
ASVF_7207	k__Fungi	p__Mucoromycota	NA	NA	NA	NA	NA
ASVF_7208	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASVF_7209	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	s__carpini
ASVF_7210	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Debaryomyces	s__hansenii
ASVF_7211	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7212	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7213	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASVF_7214	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Trichophaeopsis	NA
ASVF_7215	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASVF_7216	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
ASVF_7217	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7218	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7219	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7220	k__Fungi	p__Glomeromycota	c__Paraglomeromycetes	o__Paraglomerales	f__Paraglomeraceae	g__Paraglomus	NA
ASVF_7221	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
ASVF_7222	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	NA
ASVF_7223	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7224	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7225	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7226	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7227	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7228	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7229	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7230	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASVF_7231	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7232	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASVF_7233	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7234	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7235	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7236	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7237	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA
ASVF_7238	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Spirosphaera	s__floriformis
ASVF_7239	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Pucciniales	f__Melampsoraceae	g__Melampsora	s__laricis-populina
ASVF_7240	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASVF_7241	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Xylodon	NA
ASVF_7242	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Bisporella	s__citrina
ASVF_7243	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
ASVF_7244	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7245	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7246	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7247	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Heteroconium	NA
ASVF_7248	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7249	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	NA	NA
ASVF_7250	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
ASVF_7251	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	NA	NA	NA
ASVF_7252	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7253	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
ASVF_7254	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__fatshederae
ASVF_7255	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA
ASVF_7256	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	NA
ASVF_7257	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7258	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	NA
ASVF_7259	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
ASVF_7260	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__aurea
ASVF_7261	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	NA	NA	NA
ASVF_7262	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7263	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	NA
ASVF_7264	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7265	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__cinnamomeus
ASVF_7266	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7267	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7268	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hymenogastraceae	g__Hebeloma	s__sinapizans
ASVF_7269	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7270	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7271	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
ASVF_7272	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Lepista	s__sordida
ASVF_7273	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7274	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__persica
ASVF_7275	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7276	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7277	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7278	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7279	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7280	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Gigasporales	f__Gigasporaceae	g__Gigaspora	s__margarita
ASVF_7281	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Scedosporium	NA
ASVF_7282	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7283	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7284	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Geastrales	f__Geastraceae	g__Geastrum	s__striatum
ASVF_7285	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7286	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7287	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7288	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7289	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7290	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7291	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Arthrodermataceae	g__Arthroderma	s__multifidum
ASVF_7292	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Protrudomycetaceae	g__Protrudomyces	s__lateralis
ASVF_7293	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7294	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASVF_7295	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7296	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7297	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7298	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7299	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7300	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	NA	NA
ASVF_7301	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7302	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7303	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7304	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Septoglomus	NA
ASVF_7305	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7306	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7307	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7308	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7309	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__fimiseda
ASVF_7310	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7311	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7312	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Conocybe	s__anthracophila
ASVF_7313	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	NA	NA	NA
ASVF_7314	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7315	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7316	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7317	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
ASVF_7318	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Chrysozyma	s__griseoflava
ASVF_7319	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASVF_7320	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Arthrodermataceae	g__Ctenomyces	s__serratus
ASVF_7321	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7322	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__expansum
ASVF_7323	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pluteaceae	g__Pluteus	s__cervinus
ASVF_7324	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7325	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7326	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7327	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASVF_7328	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASVF_7329	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariales_fam_Incertae_sedis	g__Ramophialophora	NA
ASVF_7330	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7331	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7332	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7333	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7334	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7335	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7336	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7337	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7338	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7339	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7340	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7341	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__minutus
ASVF_7342	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7343	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	NA
ASVF_7344	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7345	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7346	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA
ASVF_7347	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7348	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	g__Archaeospora	s__trappei
ASVF_7349	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7350	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Ophiosphaerella	NA
ASVF_7351	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7352	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7353	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Lipomycetaceae	g__Lipomyces	s__tetrasporus
ASVF_7354	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7355	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Arrhenia	NA
ASVF_7356	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7357	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidium	s__brassicae
ASVF_7358	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7359	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7360	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7361	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7362	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cosmospora	s__arxii
ASVF_7363	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Niessliaceae	g__Eucasphaeria	NA
ASVF_7364	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7365	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7366	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Drechslera	s__poae
